article,label,source_type,prompt_type,positive_score,negative_score,neutral_score,vader_compound,finbert_sentiment,flesch_score,gunning_fog,word_count,sentence_count,avg_sentence_length,capital_ratio,punctuation_count
"Solvonis Therapeutics (LSE:SVNS) CEO Anthony Tennyson joined Proactive's Stephen Gunnion to discuss positive bridging pharmacokinetic data from the SVN-002 programme and what it means for the company's strategy in alcohol use disorder. Solvonis is advancing SVN-002 toward a Phase 2b trial for moderate to severe alcohol use disorder in the US, repurposing Johnson & Johnson's approved esketamine treatment Spravato via the FDA's 505(b)(2) pathway. Preclinical PK studies showed comparable exposure levels of esketamine and its metabolites via sublingual and buccal delivery compared with intranasal administration — a key step in establishing the scientific bridge the FDA requires. ""We've established that esketamine delivered sublingual and buccal delivers the same exposure as esketamine delivered intranasal,"" Tennyson said. He pointed to a substantial commercial opportunity, with alcohol use disorder affecting around 15 million American adults, a far larger market than the treatment-resistant depression population Spravato currently serves. Tennyson said the data could support a narrower toxicology package and a faster, capital-efficient development timeline. Next steps include FDA discussions on toxicology requirements ahead of an IND application for the planned Phase 2b trial. For more Proactive interviews and market insights, visit the Proactive YouTube channel. Don't forget to like this video, subscribe to the channel and enable notifications so you never miss future content. #SolvonisTherapeutics #AnthonyTennyson #SVN002 #AlcoholUseDisorder #AUD #Biotech #Pharma #DrugDevelopment #Esketamine #Spravato #ClinicalTrials #FDA #HealthcareInnovation #LifeSciences #Investing",0,real,original,0.092,0.066,0.842,0.6659,neutral,8.930544843049319,21.834798206278027,225.0,10.0,22.5,0.05194805194805195,51.0
"Citigroup Inc. (NYSE:C) is included among the Top 12 Dividend Stocks to Buy According to Billionaire Cliff Asness. On June 18, Wells Fargo raised its price recommendation on Citigroup Inc. (NYSE:C) to $165 from $162. It reiterated an Overweight rating on the shares. The firm believes Citi is positioned to exceed its 2026 return on […]",0,real,original,0.099,0.041,0.86,0.3612,positive,58.77181818181822,11.672727272727274,56.0,6.0,9.333333333333334,0.08928571428571429,16.0
"Meta has tapped Indian fintech founder Kunal Shah to be the new head of WhatsApp, as the US tech giant seeks ways to monetise the messaging app's massive user base.This experience is likely to help WhatsApp as it seeks new revenue streams that go beyond the core advertising business of Meta, which also runs Facebook and Instagram.",0,real,original,0.046,0.0,0.954,0.4019,positive,45.81276315789475,15.610526315789475,57.0,3.0,19.0,0.04216867469879518,5.0
"McDonald’s Corporation (NYSE:MCD) is one of Kevin O’Leary’s top stock picks for 2026 through the O’Shares U.S. Quality Dividend ETF. The stock made up 3.53% of the ETF as of June 17, 2026. On June 1, 2026, McDonald’s introduced McDonald’s > NEXT, a new systemwide strategy aimed at driving growth and restaurant productivity. The company […]",0,real,original,0.075,0.0,0.925,0.5267,neutral,61.1396666666667,13.208888888888891,56.0,7.0,8.0,0.11143695014662756,17.0
"SpaceX shares have fallen for a third straight session, sinking to their lowest level since the firm's market debut and wiping out most of the spectacular gains made after its IPO, just as it launches its first-ever bond sale.View on euronews",0,real,original,0.137,0.107,0.756,0.1027,negative,68.41286585365856,9.175609756097561,41.0,2.0,20.5,0.024793388429752067,5.0
"We recently published Jim Cramer Discussed Expensive Phones, A Cheap Stock Sector & These 18 Stocks. Intel Corporation (NASDAQ:INTC) is one of the stocks discussed by Jim Cramer. Chip manufacturing giant Intel Corporation (NASDAQ:INTC)’s shares are among the hottest on the market. They are up by a whopping 535% over the past year and 240% […]",0,real,original,0.038,0.0,0.962,0.296,positive,61.53250000000003,9.103703703703705,56.0,4.0,14.0,0.11627906976744186,15.0
"InterContinental Hotels Group is back in focus after research houses updated their price targets, with Goldman Sachs moving to US$188 and Bernstein setting US$154. These shifts sit against a backdrop of mixed analyst commentary, where some highlight net unit growth and an expanding pipeline while others still prefer alternative hotel stocks for the next stage of the cycle. As you read on, you will see how these changing targets fit into the broader narrative and how to keep track of where...",0,real,original,0.088,0.0,0.912,0.7579,neutral,50.96333333333334,14.25679012345679,81.0,4.0,20.25,0.02620967741935484,10.0
"Management once built its transformation story on massive cost discipline — and it's still telling it, louder than ever. Yet as profit margins fall by nearly half, a harder question emerges: if record cost savings can't hold the line, how resilient is the ""transformed"" company really.",0,real,original,0.061,0.0,0.939,0.4404,negative,48.63750000000002,13.444444444444446,46.0,3.0,15.333333333333334,0.007017543859649123,10.0
"Tesla's recovery in Europe has been remarkable. Europe, the world's second-largest EV market behind China, seemed done with the company in 2025. Tesla (TSLA) lost market share in European countries where it had previously been popular as the influx of cheaper Chinese models and CEO Elon Musk's ...",0,real,original,0.157,0.042,0.801,0.743,negative,52.33333333333334,11.373049645390072,48.0,4.0,12.0,0.06040268456375839,13.0
"Uncle Ralph owns a few rental properties, drives an old truck, and is rumored to be worth a fortune. At family gatherings, people joke about being remembered in the will. The problem is he may live another 20 years, spend more than expected, or leave the money somewhere else entirely. The math suggests a better ... Don’t Wait For Your Rich Uncle To Die. Build Your Own Inheritance With This Portfolio",0,real,original,0.129,0.095,0.777,0.4215,neutral,69.30190476190477,8.666666666666666,71.0,6.0,11.833333333333334,0.04975124378109453,12.0
"A 67-year-old with a $650,000 portfolio and a Social Security check looks at New Orleans and sees a city that seems surprisingly affordable compared with many coastal retirement destinations. Home prices remain below those in much of Florida, California, and the Northeast, and the food, culture, and walkability are hard to replicate elsewhere. The question ... You Have $650,000. Is It Enough To Retire In The Big Easy?",0,real,original,0.103,0.019,0.878,0.7269,neutral,47.15016791044778,13.267164179104478,68.0,6.0,11.333333333333334,0.0498812351543943,18.0
"While the hopes for a permanent cease-fire and a cessation of hostilities are the ultimate end-game plan for Iran and the Middle East, the reality is that while spot prices have plummeted to the lowest level since March, there will be an incredible amount of work and resources to put the supply chain and the ... Energy’s Hottest Trade: 6 High-Yielding Integrateds and Midstream Giants Are All Strong Buys",0,real,original,0.079,0.074,0.846,0.1027,positive,39.204411764705924,20.658823529411766,69.0,2.0,34.5,0.04187192118226601,9.0
"Amazon.com’s  upcoming Prime Day will be a litmus test for the kind of boost agentic shopping tools can have on the e-commerce company moving forward.  Prime Day is a sales event for  Amazon  Prime members.  This year, Prime Day will run from June 23 to June 26, giving members four days to check out deals on a laundry list of items, including clothes, electronics, beauty products, and more.",0,real,original,0.139,0.0,0.861,0.8522,neutral,65.63715686274513,12.007843137254902,68.0,5.0,13.6,0.030534351145038167,11.0
"Amazon Prime Day evolved out of the company's desire to grow Prime memberships and create a shopping holiday during the slower summer season. The company frames the event, which launched in 2015, as a gift to loyal customers. ""Prime Day is about celebrating our members by providing them with ...",0,real,original,0.327,0.0,0.673,0.9545,positive,52.13421768707485,11.431292517006803,50.0,4.0,12.5,0.02364864864864865,9.0
"PepsiCo (PEP) is back in focus after recent share price moves, with the stock around $142 and short term returns mixed. This raises fresh questions about how investors might view its current valuation. See our latest analysis for PepsiCo. Recent share price moves for PepsiCo look subdued in the short term, with the 30 day share price return down 4.87%, while the 1 year total shareholder return of 14.39% reflects a more supportive longer term picture. If PepsiCo’s recent moves have you...",0,real,original,0.129,0.0,0.871,0.8553,negative,69.0767073170732,9.075958188153312,82.0,8.0,10.25,0.03048780487804878,17.0
"With a short percentage of shares outstanding of 2.58%, The Sherwin-Williams Company (NYSE:SHW) is among the 7 Best Building Materials Stocks to Buy for the Residential Recovery. On June 3, Citi reinstated coverage of The Sherwin-Williams Company (NYSE:SHW) with a Buy rating and a $355 price target. The firm views the current share price as an attractive entry opportunity […]",0,real,original,0.253,0.0,0.747,0.9538,positive,47.0400211864407,14.7135593220339,60.0,4.0,15.0,0.09259259259259259,17.0
"Three Dividend Aristocrats, three different setups. PepsiCo (NASDAQ:PEP) trades at $146.12 and screens as the most attractive of the three. Coca-Cola (NYSE:KO) at $80.28 looks fully valued. Procter & Gamble (NYSE:PG) at $152.49 faces a tougher near-term setup. With the S&P 500 up 10.03% year to date, each name is pricing in a different story ... 3 Dividend Aristocrats: Buy, Sell or Hold?",0,real,original,0.119,0.0,0.881,0.7956,neutral,67.50251639344265,7.0301639344262306,63.0,11.0,5.7272727272727275,0.09743589743589744,33.0
"With a short percentage of shares outstanding of 1.21%, The Home Depot, Inc. (NYSE:HD) is among the 7 Best Building Materials Stocks to Buy for the Residential Recovery. On May 20, UBS analyst Michael Lasser reduced his price target on The Home Depot, Inc. (NYSE:HD) to $430 from $450 while maintaining a Buy rating on the shares. Despite the lower target, […]",0,real,original,0.203,0.0,0.797,0.9258,negative,67.5355054644809,9.968306010928963,62.0,6.0,10.333333333333334,0.10277777777777777,21.0
"Block Inc (NYSE:SQ) is beginning to silence investor skepticism around its sweeping workforce reduction, with Bank of America raising its earnings estimates and reaffirming its Buy rating following the payments company's latest quarterly results. The Wall Street bank bumped its adjusted EPS...",0,real,original,0.0,0.109,0.891,-0.5994,negative,28.40571428571431,16.019047619047623,42.0,3.0,14.0,0.05782312925170068,9.0
"The S&P 500 (^GSPC) is home to the biggest and most well-known companies in the market, making it a go-to index for investors seeking stability. But not all large-cap stocks are created equal - some are struggling with slowing growth, declining margins, or increased competition.",0,real,original,0.161,0.069,0.77,0.5927,negative,46.06863636363636,15.163636363636364,45.0,3.0,15.0,0.02867383512544803,13.0
"The Energy Select Sector SPDR Fund (NYSEARCA:XLE) has had a volatile two months. XLE climbed to $61.29 on May 19 as Brent crude touched $124.61 in early April on the de facto closure of the Strait of Hormuz, then gave back 12% in a month as crude collapsed toward the mid-$80s. The fund is still ... XLE’s Concentration Risk Meets Oil’s Next Move: What to Monitor in June",0,real,original,0.027,0.151,0.821,-0.8591,positive,85.64710199004976,6.854726368159205,68.0,6.0,11.333333333333334,0.1105121293800539,17.0
"Scott Melker discusses Franklin Templeton's filing to offer the first bitcoin (BTC-USD) dividend ETF, commenting on Wall Street's Dividend Reinvestment Plan (DRIP) strategy around cryptocurrency. ""The Daily Wolf with Scott Melker"" airs every day at 12:00 p.m. Tune in for your daily dose of all things crypto. Make sure to also check out Yahoo Finance's new crypto hub to find the latest crypto-related news.",0,real,original,0.035,0.0,0.965,0.3182,neutral,53.120000000000005,12.025,64.0,6.0,10.666666666666666,0.07598039215686274,18.0
